headline , snippet , date,name,age,day of death,month of death,year of death
"Earl Weaver, a Volatile, Visionary Manager, Dies at 82","Mr. Weaver was the Hall of Fame manager who brought pugnacity and pragmatism to the Baltimore Orioles dugout, tormenting a generation of umpires along the way.",2013-01-20T00:00:00Z,Earl Weaver,82,20,1,2013
"Marv Rotblatt, Pitcher Celebrated Through Softball Marathon, Dies at 85","Mr. Rotblatt appeared in only 35 major league games, but a small college memorialized him with an annual softball game that now lasts nearly 150 innings.",2013-07-23T00:00:00Z,Marv Rotblatt,85,23,7,2013
"Filip Topol, a Rock Musician of the Czech Revolution, Dies at 48","Mr. Topol and his band, Psi Vojaci, were Prague dissidents in their country’s heroic recent history.",2013-06-29T00:00:00Z,Filip Topol,48,29,6,2013
"Paul McIlhenny, Head of a Tabasco Empire, Dies at 68","Mr. Ilhenny, the culinary instigator and chief executive of the McIlhenny Company, invited guests to lick fiery daubs of Tabasco sauce, earning them entry into the Not So Ancient Order of the Not So Silver Spoon.",2013-02-25T00:00:00Z,Paul McIlhenny,68,25,2,2013
"Robert F. Capon, Who Wrote of God and Food, Dies at 87",The author of “The Supper of the Lamb: A Culinary Reflection” was the vicar of an Episcopal church on Long Island until his divorce.,2013-09-15T00:00:00Z,Robert F. Capon,87,15,9,2013
"Masao Yoshida, Nuclear Engineer and Chief at Fukushima Plant, Dies at 58",Mr. Yoshida won praise for his effort to minimize the damage at the power plant as multiple reactors spiraled out of control after a tsunami.,2013-07-10T00:00:00Z,Masao Yoshida,58,10,7,2013
"Billie Sol Estes, Texas Con Man Whose Fall Shook Up Washington, Dies at 88","Mr. Estes’s life captured America’s imagination, with its tales of business scams, political payoffs, covered-up killings and White House conspiracies.",2013-05-15T00:00:00Z,Billie Sol Estes,88,15,5,2013
"François Jacob, Geneticist Who Pointed to How Traits Are Inherited, Dies at 92","Dr. Jacob was a French war hero whose combat wounds forced him to change his career paths from surgeon to scientist, a pursuit that led to a Nobel Prize in 1965.",2013-04-26T00:00:00Z,François Jacob,92,26,4,2013
"Mikhail Kalashnikov, Creator of AK-47, Dies at 94","General Kalashnikov sometimes lamented the weapon’s unchecked distribution but took pride in having invented the rifle, the most abundant firearm ever made.",2013-12-24T00:00:00Z,Mikhail Kalashnikov,94,,,
"Mario Montez, a Warhol Glamour Avatar, Dies at 78",Mr. Montez was considered Andy Warhol’s first drag “superstar” and became a fixture in his films.,2013-10-04T00:00:00Z,Mario Montez,78,4,10,2013
"Cartha D. DeLoach, No. 3 in the F.B.I., Is Dead at 92","Mr. DeLoach, who spent more than 25 years in the F.B.I., served as a powerful intermediary between J. Edgar Hoover and President Lyndon B. Johnson.",2013-03-16T00:00:00Z,Cartha D. DeLoach,92,,,
"Harry F. Byrd, Virginia Senator, Dies at 98","The son of a senator and originally appointed to his seat, Mr. Byrd was a conservative Democrat turned independent.",2013-08-01T00:00:00Z,Harry F. Byrd,98,1,8,2013
"Theodore Reed, Who Lifted National Zoo’s Profile, Dies at 90","Mr. Reed was the keeper of the celebrity pandas Ling-Ling and Hsing-Hsing, among other creatures, while he was the director of the National Zoo from 1958 to 1983.",2013-07-08T00:00:00Z,Theodore Reed,90,8,7,2013
"Gene Mako, Tennis Champion, Dies at 97","Mako and Don Budge teamed up to win two U.S. and two Wimbledon titles, and they met in the 1938 Open singles final, with Budge beating Mako to complete the sport’s first Grand Slam.",2013-06-18T00:00:00Z,Gene Mako,97,18,6,2013
"Hiroshi Nakajima, Leader of W.H.O., Dies at 84","Dr. Nakajima enlarged the World Health Organization’s focus on preventive medicine and vaccinations for children, but was criticized for mismanagement.",2013-01-29T00:00:00Z,Hiroshi Nakajima,84,29,1,2013
"Allen Rosenberg, Olympic Rowing Coach Who Transformed the Sport, Dies at 82",Mr. Rosenberg led the American rowing team to gold in the 1964 Olympics and brought an analytical approach to what was a sport of brute strength.,2013-12-14T00:00:00Z,Allen Rosenberg,82,14,12,2013
"Robert W. Fogel, Nobel-Winning Economist, Dies at 86","Mr. Fogel was widely known for work that aroused objections if not open hostility through his pioneering use of cliometrics, which applies economic theory and statistic methods to history.",2013-06-12T00:00:00Z,Robert W. Fogel,86,12,6,2013
"Rev. Will D. Campbell, Maverick Minister in Civil Rights Era, Dies at 88","Mr. Campbell, a rare white cleric with an extensive field record as a civil rights activist, also wrote  books that explored the human costs of racism.",2013-06-05T00:00:00Z,Rev. Will D. Campbell,88,5,6,2013
"Sheldon Hackney, Leader in Humanities, Dies at 79",Mr. Hackney was an educator and chairman of the National Endowment for the Humanities who organized  “national conversations” during the culturally fractious 1990s.,2013-09-17T00:00:00Z,Sheldon Hackney,79,17,9,2013
"Godfrey Sperling, Who Made Eggs for Press, Dies at 97","Mr. Sperling, a journalist with The Christian Science Monitor, organized breakfast meetings that became a Washington institution, bringing newsmakers together with news reporters.",2013-09-13T00:00:00Z,Godfrey Sperling,97,13,9,2013
"Bebo Valdés, a Force in World of Cuban Music, Dies at 94","Mr. Valdés, a pianist, arranger and composer, was at the center of Havana’s musical life in the pre-Castro era.",2013-03-25T00:00:00Z,Bebo Valdés,94,25,3,2013
"Robert Rheault, Green Beret Ensnared in Vietnam Murder Case, Dies at 87",Colonel Rheault inspired two disparate Vietnam-related narratives: Brando’s Kurtz character in “Apocalypse Now” and Daniel Ellsberg’s leak of the Pentagon Papers.,2013-11-02T00:00:00Z,Robert Rheault,87,2,11,2013
Charlie Trotter Dies at 54- Chef Made Chicago a Must,"With his flagship restaurant, Mr. Trotter helped establish Chicago as a serious dining city and helped raise the standards of American cooking through books and television.",2013-11-06T00:00:00Z,Charlie Trotter,54,6,11,2013
"Sid Bernstein, Who Helped Import the Beatles, Dies at 95",Mr. Bernstein was a soft-spoken impresario whose long career included bringing the Beatles to Carnegie Hall in 1964 and Shea Stadium in 1965.,2013-08-22T00:00:00Z,Sid Bernstein,95,22,8,2013
"Mick Farren, British Rock ’n’ Roll Renaissance Man, Dies at 69","Mr. Farren was a singer, songwriter, rock critic and historian, and science-fiction author.",2013-08-05T00:00:00Z,Mick Farren,69,5,8,2013
"Ray Harryhausen, Whose Creatures Battled Jason and Sinbad, Dies at 92","From sword fights to swooping pterodactyls, Mr. Harryhausen created and photographed many of the most memorable fantasy-adventure sequences in movie history.",2013-05-08T00:00:00Z,Ray Harryhausen,92,8,5,2013
Olen Burrage Dies at 82- Linked to Killings in 1964,"Mr. Burrage was a Ku Klux Klan member who owned the Mississippi farm where the bodies of three civil rights workers were found, and he was later acquitted in a federal trial.",2013-03-19T00:00:00Z,Olen Burrage ,82,,,
"Arturo Vega, Shepherd for the Ramones, Dies at 65",Mr. Vega was often called the fifth Ramone for serving as the punk band’s spokesman and logo designer.,2013-06-12T00:00:00Z,Arturo Vega,65,12,6,2013
"Zao Wou-Ki, 92- Seen as Modern Art Master","Zao Wou-ki, a Chinese &#xE9-migr&#xE9- who merged Eastern and Western aesthetic traditions in his abstract paintings &#x2014- helping to shape avant-garde art in postwar Europe and attracting a newly wealthy Asian following that made him one of the m",2013-04-22T00:00:00Z,Zao Wou-Ki,92,22,4,2013
"Paul Rogers, Shakespearean Actor and Tony Winner, Dies at 96","Mr. Rogers came to fame as a versatile Shakespearean in his native England and, in 1956, played four demanding roles in a three-month run of Shakespeare on Broadway.",2013-10-15T00:00:00Z,Paul Rogers,96,15,10,2013
"J. David Kuo, Who Split From Bush Faith Effort, Dies at 44",Mr. Kuo was instrumental in implementing President George W. Bush’s promise to link religious groups with the delivery of social services but later became a critic.,2013-04-07T00:00:00Z,J. David Kuo,44,7,4,2013
Deacon Jones Dies at 74- Made Quarterback Sack Brutal and Enthralling,"Mr. Jones, who was inducted into the Pro Football Hall of Fame in 1980 after a 14-year career, used his size and strength to glamorize defensive play and master the sack, mostly for the Los Angeles Rams.",2013-06-05T00:00:00Z,Deacon Jones,74,5,6,2013
"Jerry Wolman, Eagles and Flyers Owner, Dies at 86","Mr. Wolman, a real estate developer, fulfilled his childhood dream of owning the N.F.L.’s Philadelphia Eagles in 1963, at age 36, and also was a co-founder of the N.H.L.’s Philadelphia Flyers in the 1960s.",2013-08-08T00:00:00Z,Jerry Wolman,86,8,8,2013
Viktor Kulikov Dies at 91- Led Warsaw Pact Forces,Marshal Kulikov resisted efforts to slow the arms race and pressed Poland to squash the Solidarity protest movement.,2013-06-04T00:00:00Z,Viktor Kulikov,91,4,6,2013
"Chet Flippo, Journalist Who Championed Country Music, Dies at 69","Mr. Flippo, a dean of pop music journalism who wrote for Rolling Stone, insisted on profiling musicians like Willie Nelson and Dolly Parton during an era of rock celebrity mania.",2013-06-24T00:00:00Z,Chet Flippo,69,24,6,2013
"Bob Turley, Yankee With a Blazing Fastball, Dies at 82","Bob Turley, a Cy Young-winning, right-handed pitcher whose blazing fastball bore in on baffled hitters like a dissolving aspirin and lifted the  Yankees  to a come-from-behind victory over the Milwaukee Braves in the 1958 World Series, died in Atlant",2013-04-01T00:00:00Z,Bob Turley,82,1,4,2013
"Frederick Fox, Milliner to Royals, Dies at 82","Beginning in 1970, Mr. Fox designed more than 350 hats for Queen Elizabeth. His trademark skill, admirers said, was to mix whimsy and propriety.",2013-12-27T00:00:00Z,Frederick Fox,82,27,12,2013
"John Billingham, Seeker of Extraterrestrials, Dies at 83","As a NASA official in the 1970s, Dr. Billingham helped persuade the federal government to use radio telescopes to scour the universe for evidence of extraterrestrial intelligence.",2013-08-11T00:00:00Z,John Billingham,83,11,8,2013
"Jim Buck, Who Made Walking Dogs a Job, Dies at 81","Mr. Buck, a thin man who commanded the leashes of a half-dozen charges at a time, is considered the person who professionalized dog walking in New York City.",2013-07-13T00:00:00Z,Jim Buck,81,13,7,2013
"Martin Bernal, ‘Black Athena’ Scholar, Dies at 76",Mr. Bernal’s work ignited a debate by arguing that the African and Semitic lineage of Western civilization had been scrubbed from the record of ancient Greece by 18th- and 19th-century historians.,2013-06-23T00:00:00Z,Martin Bernal,76,23,6,2013
"Anthony Lewis, Supreme Court Reporter Who Brought Law to Life, Dies at 85","Mr. Lewis, a former reporter and columnist for The Times, won two Pulitzer Prizes and altered legal journalism with his authoritative and accessible prose.",2013-03-26T00:00:00Z,Anthony Lewis,85,26,3,2013
"Andy Pafko, Who Watched Thomson’s Shot, Dies at 92","Pafko, whose career spanned 17 seasons, was playing left field for Brooklyn in the Polo Grounds in 1951 when Bobby Thomson&#8217-s ninth-inning home run lifted the New York Giants to the National League pennant.",2013-10-10T00:00:00Z,Andy Pafko,92,10,10,2013
"Jim Nayder, Specialist in ‘Annoying Music,’ Dies at 59",Mr. Nayder’s epiphany that people were attracted to “train-wreck” music led him to become the Chicago-based founder and host of “The Annoying Music Show” on NPR.,2013-07-05T00:00:00Z,Jim Nayder,59,5,7,2013
"Alfredo Guevara Valdés, 87, Steward of Cuban Cinema and Castro Ally, Dies",Mr. Guevara was a Marxist intellectual and ally of Fidel Castro’s who presided over Cuba’s powerful state-financed film industry for much of the Castro era.,2013-04-23T00:00:00Z,Alfredo Guevara Valdés,87,23,4,2013
"Conrad Susa, 78, Composer and Teacher, Dies","Mr. Susa, the writer of five operas, showed wide range even while hewing to the classical.",2013-11-30T00:00:00Z,Conrad Susa,78,30,11,2013
"Milorad Miskovitch, 85, Luminary in French Ballet, Is Dead",Mr. Miskovitch became one of French ballet’s leading male stars in the 1940s and ’50s.,2013-06-27T00:00:00Z,Milorad Miskovitch,85,27,6,2013
"Reg Presley, Lead Singer of Troggs, Dies at 71",Mr. Presley’s growl made the song “Wild Thing” a classic hit.,2013-02-06T00:00:00Z,Reg Presley,71,6,2,2013
"George Gruntz, Musician and Bandleader, Dies at 80","Mr. Gruntz wrote and arranged music specifically for the individual members of his band and gave them generous solo time, with music that reflected much of jazz history, from Ellington and Basie through Gil Evans and beyond.",2013-01-28T00:00:00Z,George Gruntz,80,28,1,2013
"Juan David Ochoa Vásquez, Co-Founder of Medellín Cartel, Dies at 65","The cocaine trafficker, who started the brutal organization with his brothers and Pablo Escobar, served about five years in prison and then returned to raising horses.",2013-08-01T00:00:00Z,Juan David Ochoa Vásquez,65,1,8,2013
"Gilmar, Pelé’s Last Line of Defense, Dies at 83","Gilmar dos Santos Neves, with his teammate Pelé, helped lead Brazil to World Cup titles in 1958 and 1962.",2013-09-02T00:00:00Z,Gilmar,83,2,9,2013
"Albert Murray, Scholar Who Saw a Multicolored American Culture, Dies at 97","Mr. Murray, whose prose style was influenced by jazz and the blues, wrote about black culture as inextricable from American culture.",2013-08-20T00:00:00Z,Albert Murray,97,20,8,2013
"J. J. Cale, 74, Musician and Songwriter, Dies","Mr. Cale’s blues-inflected rock influenced some of the genre’s biggest names, and his songs were recorded by Eric Clapton and Johnny Cash among others.",2013-07-29T00:00:00Z,J. J. Cale,74,29,7,2013
Jackie Lomax Dies at 69- British Rock Singer Recorded With Members of Beatles,"Mr. Lomax, who played with the Undertakers and the Lomax Alliance, never made it as big as his fellow Liverpool rockers, the Beatles, did.",2013-09-20T00:00:00Z,Jackie Lomax,69,20,9,2013
